Z(2, 2, 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 400; Time: 0.2774 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 3, 2, 2): Max: 4; Mean: 4; Variance: 0; Size: 400; Time: 0.5152 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 4, 2, 2): Max: 5; Mean: 5; Variance: 0; Size: 400; Time: 0.6907 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 5, 2, 2): Max: 6; Mean: 6; Variance: 0; Size: 400; Time: 0.9162 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 6, 2, 2): Max: 7; Mean: 7; Variance: 0; Size: 400; Time: 1.1425 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 7, 2, 2): Max: 8; Mean: 8; Variance: 0; Size: 400; Time: 1.3781 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 8, 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 400; Time: 1.7999 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 9, 2, 2): Max: 10; Mean: 10; Variance: 0; Size: 400; Time: 2.0242 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 10, 2, 2): Max: 11; Mean: 11; Variance: 0; Size: 400; Time: 2.2228 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 11, 2, 2): Max: 12; Mean: 12; Variance: 0; Size: 400; Time: 2.8095 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 12, 2, 2): Max: 13; Mean: 13; Variance: 0; Size: 400; Time: 3.3921 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 13, 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 400; Time: 4.4174 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
Z(2, 14, 2, 2): Max: 15; Mean: 15; Variance: 0; Size: 400; Time: 5.8917 ms; Top5 histogram(relative to max) : 0 0 0 0 400 ;
