Z(2, 2, 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 4000; Time: 2.1618 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 3, 2, 2): Max: 4; Mean: 4; Variance: 0; Size: 4000; Time: 1.9808 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 4, 2, 2): Max: 5; Mean: 5; Variance: 0; Size: 4000; Time: 2.7819 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 5, 2, 2): Max: 6; Mean: 6; Variance: 0; Size: 4000; Time: 3.3541 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 6, 2, 2): Max: 7; Mean: 7; Variance: 0; Size: 4000; Time: 3.5133 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 7, 2, 2): Max: 8; Mean: 8; Variance: 0; Size: 4000; Time: 4.1545 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 8, 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 4000; Time: 5.0884 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 9, 2, 2): Max: 10; Mean: 10; Variance: 0; Size: 4000; Time: 5.7055 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 10, 2, 2): Max: 11; Mean: 11; Variance: 0; Size: 4000; Time: 7.0201 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 11, 2, 2): Max: 12; Mean: 12; Variance: 0; Size: 4000; Time: 7.005 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 12, 2, 2): Max: 13; Mean: 13; Variance: 0; Size: 4000; Time: 8.5356 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 13, 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 4000; Time: 8.4635 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
Z(2, 14, 2, 2): Max: 15; Mean: 15; Variance: 0; Size: 4000; Time: 10.1356 ms; Top5 histogram(relative to max) : 0 0 0 0 4000 ;
